k,N,branch_j,always_neg_js,y1_min,a_at_min,cls_min,y1_max,a_at_max,cls_max,y1_limit
4,8,2,1,-12600.887608081659,0.12525394242803506,interior (finite),-8351.389034479758,5339382.04088339,right edge of {b>0} a~5.34e+06,-8351.37204526141
4,9,0,1,-92.97860680011182,100000000.0,a->inf (asymptotic),-92.95169318378093,0.29963368557559844,interior (finite),-92.97860680043745
4,9,2,1,-13636.795004680573,35.960219081274836,interior (finite),-9395.042591829308,4996656.239010226,right edge of {b>0} a~5e+06,-9395.021393199631
4,10,0,1,-90.06532704534669,100000000.0,a->inf (asymptotic),-90.04602723930539,0.29478448060075096,interior (finite),-90.06532704557624
4,10,2,1,-14687.80383088681,0.10022315394242805,interior (finite),-10437.962105338322,4424440.339688124,right edge of {b>0} a~4.42e+06,-10437.934672954732
4,11,0,1,-87.68540194610473,100000000.0,a->inf (asymptotic),-87.67109967489787,0.2910305381727159,interior (finite),-87.68540194627239
4,11,2,1,-15716.014775454873,0.09082027534418023,interior (finite),-11480.347690186838,4140443.080895083,right edge of {b>0} a~4.14e+06,-11480.314598051282
4,12,0,1,-85.70441358714689,100000000.0,a->inf (asymptotic),-85.69352499061937,0.2879540675844806,interior (finite),-85.70441358727304
4,12,2,1,-16766.566519031327,47.93715645558209,interior (finite),-12522.338199827786,3586095.482011829,right edge of {b>0} a~3.59e+06,-12522.295586410413
4,13,0,1,-84.02967365572813,100000000.0,a->inf (asymptotic),-84.02119500441081,0.2853996245306633,interior (finite),-84.02967365582536
4,13,2,1,-17801.688881349462,0.07690496551479037,interior (finite),-13564.02288289774,3210721.535725817,right edge of {b>0} a~3.21e+06,-13563.97032634464
4,14,0,1,-82.59517724007411,100000000.0,a->inf (asymptotic),-82.5884477609494,0.2828969962453066,interior (finite),-82.5951772401506
4,14,2,1,-18845.66165271199,55.962764453195526,interior (finite),-14605.46497635217,3071814.3012686963,right edge of {b>0} a~3.07e+06,-14605.404822765617
4,15,0,1,-81.35263551014069,100000000.0,a->inf (asymptotic),-81.34720597857313,0.2810200250312891,interior (finite),-81.3526355102019
4,15,2,1,-19880.555689296285,0.06660846290809154,interior (finite),-15646.715725582697,2938916.687879547,right edge of {b>0} a~2.94e+06,-15646.647364489776
4,16,0,1,-80.26590021086801,100000000.0,a->inf (asymptotic),-80.26145667975953,0.2791430538172716,interior (finite),-80.26590021091775
4,16,2,1,-20913.486005841245,0.06233297958681597,interior (finite),-16687.812173570474,2780850.6887565623,right edge of {b>0} a~2.78e+06,-16687.734099789963
4,17,0,1,-79.30737079184593,100000000.0,a->inf (asymptotic),-79.3036885514481,0.2773174453848699,interior (finite),-79.30737079188691
4,17,2,1,-21942.571861598768,68.28632386693961,interior (finite),-17728.78231022054,2602352.6388144367,right edge of {b>0} a~2.6e+06,-17728.692629225272
4,18,0,1,-78.45560708202305,100000000.0,a->inf (asymptotic),-78.45252189671676,0.2760147684605757,interior (finite),-78.4556070820572
4,18,2,1,-22992.98343042849,72.16777857865961,interior (finite),-18769.640347931476,2602352.6388144367,right edge of {b>0} a~2.6e+06,-18769.544392910964
4,19,0,1,-77.69370027462772,100000000.0,a->inf (asymptotic),-77.69108987306016,0.2747634543178974,interior (finite),-77.69370027465648
4,19,2,1,-24047.960414131805,0.05265519399249062,interior (finite),-19810.425666234707,2229149.8073469726,right edge of {b>0} a~2.23e+06,-19810.306299726308
4,20,0,1,-77.00813517212254,100000000.0,a->inf (asymptotic),-77.00590701996583,0.273512140175219,interior (finite),-77.00813517214696
4,20,2,1,-25083.503499357725,0.04996656239010231,interior (finite),-20851.118597528613,2229149.8073469726,right edge of {b>0} a~2.23e+06,-20850.991864829895
4,21,0,1,-76.38797903040299,100000000.0,a->inf (asymptotic),-76.38606206382057,0.27226082603254065,interior (finite),-76.38797903042389
4,21,2,1,-26111.1953680762,84.25006179601205,interior (finite),-21891.74320376851,2278993.556273925,right edge of {b>0} a~2.28e+06,-21891.61202098498
4,22,0,1,-75.82429256530845,100000000.0,a->inf (asymptotic),-75.8226314833972,0.2712522500345917,interior (finite),-75.82429256532652
4,22,2,1,-27163.01531348442,88.05984387889794,interior (finite),-22932.330310148718,2040440.2859915046,right edge of {b>0} a~2.04e+06,-22932.175707436392
4,23,0,1,-75.3096952008847,100000000.0,a->inf (asymptotic),-75.30824645210477,0.2703838548185232,interior (finite),-75.30969520090038
4,23,2,1,-28204.388308722104,92.04190404929713,interior (finite),-23972.862253185634,1930697.7288832457,right edge of {b>0} a~1.93e+06,-23972.690304773245
4,24,0,1,-74.83803938691545,100000000.0,a->inf (asymptotic),-74.83676829836553,0.26975819774718396,interior (finite),-74.83803938692918
4,24,2,1,-29236.388165479813,96.20403271064741,interior (finite),-25013.361368971044,1747821.1840241286,right edge of {b>0} a~1.75e+06,-25013.1619605798
4,25,0,1,-74.40416333131964,100000000.0,a->inf (asymptotic),-74.40304202372158,0.2691325406758448,interior (finite),-74.40416333133172
4,25,2,1,-30259.995923274055,100.55437254790267,interior (finite),-26053.819055648954,1635631.5313192126,right edge of {b>0} a~1.64e+06,-26053.595836670655
4,26,0,1,-74.00370096274644,100000000.0,a->inf (asymptotic),-74.00270681400279,0.2682695795279725,interior (finite),-74.00370096275711
4,26,2,1,-31311.89606270373,0.038320694675885815,interior (finite),-27094.237534892047,1582266.7865728054,right edge of {b>0} a~1.58e+06,-27093.99629898599
4,27,0,1,-73.63293423866737,100000000.0,a->inf (asymptotic),-73.63204873938018,0.2678812265331665,interior (finite),-73.6329342386769
4,27,2,1,-32364.879550435315,0.03701376720901127,interior (finite),-28134.624431271543,1547661.1124021711,right edge of {b>0} a~1.55e+06,-28134.367065791346
4,28,0,1,-73.28867718144006,100000000.0,a->inf (asymptotic),-73.28788506857833,0.26725556946182727,interior (finite),-73.28867718144853
4,28,2,1,-33394.09491377334,112.31045018329516,interior (finite),-29174.97068778205,1599858.7196060573,right edge of {b>0} a~1.6e+06,-29174.7113228211
4,29,0,1,-72.9681839629763,100000000.0,a->inf (asymptotic),-72.96747256101881,0.2666299123904881,interior (finite),-72.96818396298389
4,29,2,1,-34443.49078394085,116.09831867503456,interior (finite),-30215.32653752127,1464422.0736623069,right edge of {b>0} a~1.46e+06,-30215.03181605415
4,30,0,1,-72.6690754124453,100000000.0,a->inf (asymptotic),-72.66843412444183,0.26600425531914895,interior (finite),-72.66907541245214
4,30,2,1,-35487.110223193566,120.0139397284218,interior (finite),-31255.650867305867,1401065.9656763098,right edge of {b>0} a~1.4e+06,-31255.330924589784
5,1,0,1,-796.5108631718273,100000000.0,a->inf (asymptotic),-664.8802785063017,0.5069734668335419,interior (finite),-796.5108696700531
5,1,2,1,-15296.289352054748,1.3780205758914947,interior (finite),-1923.4893429691485,46630220.27260567,right edge of {b>0} a~4.66e+07,-1923.489130329948
5,2,0,1,-366.04347856764315,100000000.0,a->inf (asymptotic),-359.6416631102685,0.3754942428035044,interior (finite),-366.0434786802119
5,2,2,1,-17811.105837122817,0.5266093859635146,interior (finite),-4873.958571861018,17429965.14350293,right edge of {b>0} a~1.74e+07,-4873.956521319787
5,3,0,1,-271.90909203238755,100000000.0,a->inf (asymptotic),-270.35443114368695,0.32606733416770967,interior (finite),-271.90909205435895
5,3,2,1,-20360.56224100193,0.3410831038798498,interior (finite),-7488.097144348325,11450475.699382812,right edge of {b>0} a~1.15e+07,-7488.090907945655
5,4,0,1,-227.61565020881181,100000000.0,a->inf (asymptotic),-227.0223607640197,0.2991640801001252,interior (finite),-227.6156502162822
5,4,2,1,-22863.614056530434,0.2528654568210263,interior (finite),-10052.396824378418,9077853.99193752,right edge of {b>0} a~9.08e+06,-10052.384349783957
5,5,0,1,-201.61956636725085,100000000.0,a->inf (asymptotic),-201.33454941296597,0.28227133917396746,interior (finite),-201.61956637058296
5,5,2,1,-25396.702221892807,0.20156157697121402,interior (finite),-12598.40185863422,7439583.446917059,right edge of {b>0} a~7.44e+06,-12598.380433629214
5,6,0,1,-184.47192500582264,100000000.0,a->inf (asymptotic),-184.3142599508508,0.2703838548185232,interior (finite),-184.47192500757177
5,6,2,1,-27886.23972159196,0.16715043804755944,interior (finite),-15135.564650838043,5705615.758781009,right edge of {b>0} a~5.71e+06,-15135.52807499192
5,7,0,1,-172.29630131324646,100000000.0,a->inf (asymptotic),-172.20033566880528,0.2609989987484355,interior (finite),-172.29630131427012
5,7,2,1,-30434.595021788624,0.14337546933667084,interior (finite),-17667.759375932925,4675929.420234751,right edge of {b>0} a~4.68e+06,-17667.70369868642
5,8,0,1,-163.19811516605012,100000000.0,a->inf (asymptotic),-163.13552358100694,0.2547424280350438,interior (finite),-163.19811516669762
5,8,2,1,-32946.61018858451,0.12525394242803506,interior (finite),-20196.871261268592,4523370.744772096,right edge of {b>0} a~4.52e+06,-20196.80188483982
5,9,0,1,-156.13895867155765,100000000.0,a->inf (asymptotic),-156.0959417961353,0.24911151439299123,interior (finite),-156.1389586719919
5,9,2,1,-35418.20061862123,0.1108413016270338,interior (finite),-22723.942555055917,4523370.744772096,right edge of {b>0} a~4.52e+06,-22723.861041330878
5,10,0,1,-150.50120522705316,100000000.0,a->inf (asymptotic),-150.4704046831575,0.244731914893617,interior (finite),-150.50120522735784
5,10,2,1,-37922.80609865311,50.10487142071969,interior (finite),-25249.623974572292,3393221.77189533,right edge of {b>0} a~3.39e+06,-25249.498794778356
5,11,0,1,-145.89416574470704,100000000.0,a->inf (asymptotic),-145.87137325078606,0.24097797246558197,interior (finite),-145.8941657449287
5,11,2,1,-40487.19751281003,0.09082027534418023,interior (finite),-27774.254225013443,3246418.928051956,right edge of {b>0} a~3.25e+06,-27774.105834256563
5,12,0,1,-142.05849593503007,100000000.0,a->inf (asymptotic),-142.04116645654395,0.23754741026768178,interior (finite),-142.05849593519616
5,12,2,1,-43019.8384261528,0.08331239048811015,interior (finite),-30298.137659513926,2750272.6517758192,right edge of {b>0} a~2.75e+06,-30297.941504078502
5,13,0,1,-138.81522043140927,100000000.0,a->inf (asymptotic),-138.80174286534896,0.2349353557890965,interior (finite),-138.8152204315369
5,13,2,1,-45542.67554525002,0.07690496551479037,interior (finite),-32821.373057628385,3175416.669394373,right edge of {b>0} a~3.18e+06,-32821.184779531395
5,14,0,1,-136.0368098543355,100000000.0,a->inf (asymptotic),-136.02612475320757,0.23284443053817272,interior (finite),-136.03680985443552
5,14,2,1,-48067.11199715504,0.07142490613266583,interior (finite),-35344.22121316508,2545436.720297962,right edge of {b>0} a~2.55e+06,-35343.96319011921
5,15,0,1,-133.62991988116931,100000000.0,a->inf (asymptotic),-133.62130775894238,0.2309674593241552,interior (finite),-133.62991988124918
5,15,2,1,-50578.322673462644,0.06660846290809154,interior (finite),-37866.68432345615,2278993.556273925,right edge of {b>0} a~2.28e+06,-37866.37008012863
5,16,0,1,-131.52464790235018,100000000.0,a->inf (asymptotic),-131.51760646107397,0.22909048811013766,interior (finite),-131.52464790241496
5,16,2,1,-53076.771551560145,0.06233297958681597,interior (finite),-40388.82730465872,2204638.234136564,right edge of {b>0} a~2.2e+06,-40388.47535211271
5,17,0,1,-129.6676042656533,100000000.0,a->inf (asymptotic),-129.66177434774062,0.2272702643222681,interior (finite),-129.6676042657065
5,17,2,1,-55593.363361827374,85.1867694724544,interior (finite),-42910.733167953455,2086064.4934719524,right edge of {b>0} a~2.09e+06,-42910.33239569701
5,18,0,1,-128.01730532177004,100000000.0,a->inf (asymptotic),-128.01242468139074,0.2259622027534418,interior (finite),-128.0173053218143
5,18,2,1,-58145.555144976184,90.02886037764561,interior (finite),-45432.468000039735,1847168.877468477,right edge of {b>0} a~1.85e+06,-45431.982694720224
5,19,0,1,-126.54102811553155,100000000.0,a->inf (asymptotic),-126.53690169222159,0.22471088861076347,interior (finite),-126.54102811556876
5,19,2,1,-60679.4502538393,0.05265519399249062,interior (finite),-47953.982878176255,1826857.539476381,right edge of {b>0} a~1.83e+06,-47953.45897188356
5,20,0,1,-125.21261261574054,100000000.0,a->inf (asymptotic),-125.20909291793426,0.2234595744680851,interior (finite),-125.21261261577209
5,20,2,1,-63185.90524526608,0.04996656239010231,interior (finite),-50475.39615963412,1672204.222448076,right edge of {b>0} a~1.67e+06,-50474.787387373755
5,21,0,1,-124.01089423735168,100000000.0,a->inf (asymptotic),-124.0078680898661,0.22229964825261933,interior (finite),-124.01089423737868
5,21,2,1,-65698.47007818824,105.10143445767763,interior (finite),-52996.63441006088,1672204.222448076,right edge of {b>0} a~1.67e+06,-52995.98910585209
5,22,0,1,-122.91856530725924,100000000.0,a->inf (asymptotic),-122.9159447088062,0.2215826032540676,interior (finite),-122.91856530728259
5,22,2,1,-68173.65459549591,0.04523370744772101,interior (finite),-55517.77862639774,1635631.5313192126,right edge of {b>0} a~1.64e+06,-55517.08143451609
5,23,0,1,-121.92133445312346,100000000.0,a->inf (asymptotic),-121.91905014999558,0.22033128911138924,interior (finite),-121.92133445314364
5,23,2,1,-70696.95343741236,0.043276736363218216,interior (finite),-58038.86381137947,1530643.1405563564,right edge of {b>0} a~1.53e+06,-58038.078665472756
5,24,0,1,-121.00729673470624,100000000.0,a->inf (asymptotic),-121.0052936314281,0.21970563204005006,interior (finite),-121.0072967347239
5,24,2,1,-73273.67853279716,120.0139397284218,interior (finite),-60559.84591178455,1480703.7875116407,right edge of {b>0} a~1.48e+06,-60558.99270319758
5,25,0,1,-120.16645533205849,100000000.0,a->inf (asymptotic),-120.1646891583035,0.2190799749687109,interior (finite),-120.16645533207395
5,25,2,1,-75742.33023728452,125.4409619468854,interior (finite),-63080.81118629003,1355354.2474809028,right edge of {b>0} a~1.36e+06,-63079.83354467678
5,26,0,1,-119.39035387396918,100000000.0,a->inf (asymptotic),-119.38878873076584,0.2184543178973717,interior (finite),-119.39035387398286
5,26,2,1,-78270.40646546113,0.038320694675885815,interior (finite),-65601.63289601027,1355354.2474809028,right edge of {b>0} a~1.36e+06,-65600.60964610362
5,27,0,1,-118.67179064910665,100000000.0,a->inf (asymptotic),-118.670397180274,0.21743774426717383,interior (finite),-118.6717906491188
5,27,2,1,-80829.30636737918,0.03701376720901127,interior (finite),-68122.4331983925,1311133.937421563,right edge of {b>0} a~1.31e+06,-68121.3282089494
5,28,0,1,-118.0045941809929,100000000.0,a->inf (asymptotic),-118.00334819521386,0.21720300375469337,interior (finite),-118.00459418100374
5,28,2,1,-83345.5793317256,140.10659656763127,interior (finite),-70643.14769494855,1311133.937421563,right edge of {b>0} a~1.31e+06,-70641.99540588674
5,29,0,1,-117.38344532253109,100000000.0,a->inf (asymptotic),-117.38232673948859,0.21657734668335418,interior (finite),-117.38344532254077
5,29,2,1,-85813.80494744646,0.03430948235399904,interior (finite),-73163.73920632154,1401065.9656763098,right edge of {b>0} a~1.4e+06,-73162.61655445427
5,30,0,1,-116.80373499350628,100000000.0,a->inf (asymptotic),-116.80272703485947,0.21595168961201502,interior (finite),-116.80373499351496
5,30,2,1,-88369.89968318281,0.03325982478097622,interior (finite),-75684.7012427532,1086461.6614888818,right edge of {b>0} a~1.09e+06,-75683.19626472273
6,1,0,1,-1244.5798934247855,100000000.0,a->inf (asymptotic),-1091.641939982761,0.4537013767209011,interior (finite),-1244.5798990302146
6,1,2,1,-36671.533057548455,1.2641548185231541,interior (finite),-4251.420798554473,34979816.50965746,right edge of {b>0} a~3.5e+07,-4251.420100969792
6,2,0,1,-597.7682007074801,100000000.0,a->inf (asymptotic),-588.4769802514841,0.33466465221136,interior (finite),-597.768200855158
6,2,2,1,-41837.35446932129,0.5208188264978441,interior (finite),-10106.2381382813,14603796.963109652,right edge of {b>0} a~1.46e+07,-10106.231799144896
6,3,0,1,-438.8994951219627,100000000.0,a->inf (asymptotic),-436.6021114070544,0.2885279098873592,interior (finite),-438.89949515107253
6,3,2,1,-47110.82552765179,0.33920613266583227,interior (finite),-15473.120296227351,9488353.934041735,right edge of {b>0} a~9.49e+06,-15473.100504849332
6,4,0,1,-363.3087719495579,100000000.0,a->inf (asymptotic),-362.4286185648662,0.26350162703379226,interior (finite),-363.3087719594059
6,4,2,1,-52316.30445341679,0.25223979974968713,interior (finite),-20756.73502804616,6885495.108012716,right edge of {b>0} a~6.89e+06,-20756.69122804079
6,5,0,1,-318.7730265241295,100000000.0,a->inf (asymptotic),-318.3500623766973,0.24660888610763454,interior (finite),-318.77302652849187
6,5,2,1,-57559.74187672106,0.20124332701306888,interior (finite),-26009.29889369166,5963623.316594636,right edge of {b>0} a~5.96e+06,-26009.226973470755
6,6,0,1,-289.3426938874824,100000000.0,a->inf (asymptotic),-289.10892256733194,0.2353470588235294,interior (finite),-289.3426938897571
6,6,2,1,-62729.09540798299,0.16715043804755944,interior (finite),-31246.777099955958,4727917.263199688,right edge of {b>0} a~4.73e+06,-31246.65730611128
6,7,0,1,-268.42466251354244,100000000.0,a->inf (asymptotic),-268.28255657065444,0.22658785982478097,interior (finite),-268.42466251486553
6,7,2,1,-67882.1455230375,0.14284398083193806,interior (finite),-36475.74912814375,4094915.062380419,right edge of {b>0} a~4.09e+06,-36475.575337472976
6,8,0,1,-252.78403335924065,100000000.0,a->inf (asymptotic),-252.69147810576843,0.22033128911138924,interior (finite),-252.78403336007304
6,8,2,1,-73182.23057491684,0.12525394242803506,interior (finite),-41699.473149513986,3355910.145908221,right edge of {b>0} a~3.36e+06,-41699.2159666247
6,9,0,1,-240.64371067561052,100000000.0,a->inf (asymptotic),-240.58019003937983,0.21504681424993413,interior (finite),-240.64371067616605
6,9,2,1,-78267.28951477555,0.1108413016270338,interior (finite),-46919.68815272088,3071814.3012686963,right edge of {b>0} a~3.07e+06,-46919.35628935233
6,10,0,1,-230.9451509071836,100000000.0,a->inf (asymptotic),-230.89973051779086,0.210343536617794,interior (finite),-230.94515090757184
6,10,2,1,-83431.75138426683,0.09957947434292867,interior (finite),-52137.443178030844,3038036.8490372826,right edge of {b>0} a~3.04e+06,-52137.05484907469
6,11,0,1,-223.01808157379432,100000000.0,a->inf (asymptotic),-222.98451279251347,0.20719249061326658,interior (finite),-223.0180815740757
6,11,2,1,-88750.46834625264,0.09082027534418023,interior (finite),-57353.49813809164,2602352.6388144367,right edge of {b>0} a~2.6e+06,-57352.98191840188
6,12,0,1,-216.41724682579238,100000000.0,a->inf (asymptotic),-216.39175400684914,0.2040642052565707,interior (finite),-216.41724682600255
6,12,2,1,-93988.25693010706,0.08331239048811015,interior (finite),-62568.17587589658,2545436.720297962,right edge of {b>0} a~2.55e+06,-62567.58275317191
6,13,0,1,-210.8352083342521,100000000.0,a->inf (asymptotic),-210.81540359043385,0.20124332701306888,interior (finite),-210.8352083344131
6,13,2,1,-99209.89127774187,77.97525123353554,interior (finite),-67781.73589865505,2938916.687879547,right edge of {b>0} a~2.94e+06,-67781.16479163269
6,14,0,1,-206.0528109410869,100000000.0,a->inf (asymptotic),-206.03712550138718,0.19903046965959365,interior (finite),-206.05281094121275
6,14,2,1,-104420.25187962176,0.07142490613266583,interior (finite),-72994.83358947502,2086064.4934719524,right edge of {b>0} a~2.09e+06,-72993.94718902872
6,15,0,1,-201.90959448445372,100000000.0,a->inf (asymptotic),-201.8969639723014,0.1971819774718398,interior (finite),-201.90959448455416
6,15,2,1,-109609.97119440853,90.02886037764561,interior (finite),-78207.13739615848,1930697.7288832457,right edge of {b>0} a~1.93e+06,-78206.09040532444
6,16,0,1,-198.28536507361778,100000000.0,a->inf (asymptotic),-198.2750470947387,0.19530500625782227,interior (finite),-198.28536507369896
6,16,2,1,-114760.08540658452,0.06233297958681597,interior (finite),-83418.9296274388,1806769.543516549,right edge of {b>0} a~1.81e+06,-83417.71463481314
6,17,0,1,-195.08830322943186,100000000.0,a->inf (asymptotic),-195.0797674221063,0.19342803504380476,interior (finite),-195.08830322949845
6,17,2,1,-119791.59998332163,0.05833193222806553,interior (finite),-88630.32914752765,1672204.222448076,right edge of {b>0} a~1.67e+06,-88628.9116970409
6,18,0,1,-192.24705344513742,100000000.0,a->inf (asymptotic),-192.23991286866524,0.1921767209011264,interior (finite),-192.24705344519268
6,18,2,1,-125060.09942438638,0.05519462139974936,interior (finite),-93841.36230250512,1582266.7865728054,right edge of {b>0} a~1.58e+06,-93839.7529459726
6,19,0,1,-189.70532153379335,100000000.0,a->inf (asymptotic),-189.69928862494677,0.19092540675844805,interior (finite),-189.70532153383976
6,19,2,1,-130488.24449127394,0.05265519399249062,interior (finite),-99051.97833753194,1617646.2429850476,right edge of {b>0} a~1.62e+06,-99050.29467863648
6,20,0,1,-187.4180984184542,100000000.0,a->inf (asymptotic),-187.4129559095122,0.1896740926157697,interior (finite),-187.41809841849349
6,20,2,1,-135674.89802997417,120.0139397284218,interior (finite),-104262.49862979708,1513812.2971221972,right edge of {b>0} a~1.51e+06,-104260.5819012571
6,21,0,1,-185.3489662150116,100000000.0,a->inf (asymptotic),-185.34454750819123,0.18904843554443054,interior (finite),-185.34896621504512
6,21,2,1,-140668.2894683751,0.04727917263199688,interior (finite),-109472.53429899177,1635631.5313192126,right edge of {b>0} a~1.64e+06,-109470.65103345228
6,22,0,1,-183.46814109550198,100000000.0,a->inf (asymptotic),-183.46431674242015,0.18783091364205257,interior (finite),-183.46814109553077
6,22,2,1,-145949.03149382139,0.04523370744772101,interior (finite),-114682.96371960272,1340450.8682850949,right edge of {b>0} a~1.34e+06,-114680.53185900635
6,23,0,1,-181.75102801804437,100000000.0,a->inf (asymptotic),-181.7476962192626,0.187171464330413,interior (finite),-181.75102801806935
6,23,2,1,-151164.98689144614,0.043276736363218216,interior (finite),-119892.90171584349,1296716.8016194568,right edge of {b>0} a~1.3e+06,-119890.2489714538
6,24,0,1,-180.17713761907635,100000000.0,a->inf (asymptotic),-180.17421743632454,0.18625504419106992,interior (finite),-180.1771376190981
6,24,2,1,-156321.6464952556,0.041404430808950954,interior (finite),-125102.94132472965,1160983.1867503456,right edge of {b>0} a~1.16e+06,-125099.82286296893
6,25,0,1,-178.72926360789748,100000000.0,a->inf (asymptotic),-178.72669004629626,0.18529449311639548,interior (finite),-178.7292636079166
6,25,2,1,-161424.14426153246,0.03961312785291842,interior (finite),-130312.47358524133,1186942.749574734,right edge of {b>0} a~1.19e+06,-130309.27073569322
6,26,0,1,-177.39285036669415,100000000.0,a->inf (asymptotic),-177.3905707508616,0.18466883604505632,interior (finite),-177.392850366711
6,26,2,1,-166821.76429102902,0.038320694675885815,interior (finite),-135522.27334041023,1086461.6614888818,right edge of {b>0} a~1.09e+06,-135518.6071490397
6,27,0,1,-176.15550133885367,100000000.0,a->inf (asymptotic),-176.1534726195027,0.18420699693267145,interior (finite),-176.15550133886865
6,27,2,1,-172125.7198002906,0.03701376720901127,interior (finite),-140731.51232481486,1135591.384167363,right edge of {b>0} a~1.14e+06,-140727.844497489
6,28,0,1,-175.0065929394597,100000000.0,a->inf (asymptotic),-175.00477965919703,0.18341752190237798,interior (finite),-175.00659293947297
6,28,2,1,-177135.95483708224,0.03546663030385149,interior (finite),-145940.69690506463,1173891.2112676739,right edge of {b>0} a~1.17e+06,-145936.99340832062
6,29,0,1,-173.9369684707838,100000000.0,a->inf (asymptotic),-173.93534121333937,0.1827918648310388,interior (finite),-173.93696847079568
6,29,2,1,-182404.44655592047,0.03430948235399904,interior (finite),-151150.6690169937,983551.5312273686,right edge of {b>0} a~9.84e+05,-151146.06303244695
6,30,0,1,-172.9386933433868,100000000.0,a->inf (asymptotic),-172.93722754110482,0.1827918648310388,interior (finite),-172.9386933433974
6,30,2,1,-187701.51141493706,0.03325982478097622,interior (finite),-156360.12576042968,930652.4286044339,right edge of {b>0} a~9.31e+05,-156355.06130672136
7,1,0,1,-1859.1879160688761,100000000.0,a->inf (asymptotic),-1672.7516406623292,0.4142849812265332,interior (finite),-1859.187921870382
7,1,2,1,-77408.01456375833,1.2078355444305382,interior (finite),-8164.813927189431,28985772.146510564,right edge of {b>0} a~2.9e+07,-8164.812078129629
7,2,0,1,-910.5007988028178,100000000.0,a->inf (asymptotic),-897.6868479337351,0.30416933667083856,interior (finite),-910.5007989907839
7,2,2,1,-86547.72337659093,0.5150919396134438,interior (finite),-18745.51572616607,12509469.585828673,right edge of {b>0} a~1.25e+07,-18745.499201009094
7,3,0,1,-662.1878141264631,100000000.0,a->inf (asymptotic),-658.9784975706847,0.2609989987484355,interior (finite),-662.1878141637163
7,3,2,1,-96669.02393891402,0.3385804755944931,interior (finite),-28625.85840040807,9178783.241585558,right edge of {b>0} a~9.18e+06,-28625.812185836487
7,4,0,1,-543.127531209749,100000000.0,a->inf (asymptotic),-541.8944589081617,0.23659837296620775,interior (finite),-543.1275312222924
7,4,2,1,-106335.68530035118,0.25223979974968713,interior (finite),-38376.98044742018,6372674.387046956,right edge of {b>0} a~6.37e+06,-38376.87246877722
7,5,0,1,-472.79080459395436,100000000.0,a->inf (asymptotic),-472.19811714931984,0.2209569461827284,interior (finite),-472.79080459947727
7,5,2,1,-115902.37726114046,0.20093591989987483,interior (finite),-48079.41111962793,4887374.631624417,right edge of {b>0} a~4.89e+06,-48079.209195395204
7,6,0,1,-426.25068134160654,100000000.0,a->inf (asymptotic),-425.9233419185109,0.21032077596996246,interior (finite),-426.25068134446974
7,6,2,1,-125534.45108444917,0.16715043804755944,interior (finite),-57758.062819304156,4186477.288289947,right edge of {b>0} a~4.19e+06,-57757.74931867126
7,7,0,1,-393.147889329557,100000000.0,a->inf (asymptotic),-392.94911844997233,0.20156157697121402,interior (finite),-393.1478893312136
7,7,2,1,-135036.04661608505,0.14284398083193806,interior (finite),-67423.2898827147,3789932.3034587507,right edge of {b>0} a~3.79e+06,-67422.85211066656
7,8,0,1,-368.3856521619564,100000000.0,a->inf (asymptotic),-368.2563438977299,0.19530500625782227,interior (finite),-368.3856521629939
7,8,2,1,-144858.32016653326,0.12525394242803506,interior (finite),-77080.1721737268,3625966.3508853526,right edge of {b>0} a~3.63e+06,-77079.61434778872
7,9,0,1,-349.15948953922515,100000000.0,a->inf (asymptotic),-349.0708513218727,0.1902997496871089,interior (finite),-349.1594895399148
7,9,2,1,-154220.40603434193,0.1108413016270338,interior (finite),-86731.7131166339,2750272.6517758192,right edge of {b>0} a~2.75e+06,-86730.84051042882
7,10,0,1,-333.79713507463316,100000000.0,a->inf (asymptotic),-333.7338276523554,0.18625504419106992,interior (finite),-333.7971350751133
7,10,2,1,-163754.87117220522,0.09957947434292867,interior (finite),-96379.11061419919,3071814.3012686963,right edge of {b>0} a~3.07e+06,-96378.20286488623
7,11,0,1,-321.2389458766956,100000000.0,a->inf (asymptotic),-321.1922087147284,0.1827918648310388,interior (finite),-321.2389458770423
7,11,2,1,-173622.28817588757,0.09082027534418023,interior (finite),-106023.9455320576,2690121.5823888993,right edge of {b>0} a~2.69e+06,-106022.7610541817
7,12,0,1,-310.7806495490821,100000000.0,a->inf (asymptotic),-310.7451930021151,0.17966357947434292,interior (finite),-310.78064954934047
7,12,2,1,-183316.24149184048,0.08331239048811015,interior (finite),-115666.90372401744,2132708.857397316,right edge of {b>0} a~2.13e+06,-115665.21935057035
7,13,0,1,-301.93577808789945,100000000.0,a->inf (asymptotic),-301.9082593407384,0.17716095118898623,interior (finite),-301.93577808809675
7,13,2,1,-192959.28769423507,0.07690496551479037,interior (finite),-125308.00540255375,2063126.2762266034,right edge of {b>0} a~2.06e+06,-125306.06422178618
7,14,0,1,-294.3574557210727,100000000.0,a->inf (asymptotic),-294.33568037349454,0.17465832290362954,interior (finite),-294.35745572122653
7,14,2,1,-202611.66674968821,0.07142490613266583,interior (finite),-134947.95905620782,1909467.913564105,right edge of {b>0} a~1.91e+06,-134945.64254402218
7,15,0,1,-287.79165079691563,100000000.0,a->inf (asymptotic),-287.77413115783975,0.172781351689612,interior (finite),-287.79165079703796
